Attack,Host,Run,Mode,Power (W),Attack Type,Measurement,Timestamp,Current (A),Voltage (V),Voltage Adjusted (V)
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:52:28.078,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.75,Cryptojacking,ACS712,02:52:29.089,1.15,2.53,0.12
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:52:30.096,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:52:31.066,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:52:32.067,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:52:33.075,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:52:34.079,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:52:35.084,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:52:36.085,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:52:37.092,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:52:38.101,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:52:39.075,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:52:40.079,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:52:41.080,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:52:42.086,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:52:43.084,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:52:44.087,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:52:45.096,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:52:46.099,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:52:47.105,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:52:48.083,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,3.8,Cryptojacking,ACS712,02:52:49.085,0.76,2.49,0.08
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:52:50.096,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:52:51.088,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:52:52.101,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:52:53.079,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:52:54.088,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:52:55.115,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:52:56.106,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:52:57.109,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:52:58.112,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:52:59.085,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:53:00.088,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:53:01.096,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:53:02.101,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:03.103,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:53:04.106,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:53:05.108,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:06.111,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:53:07.115,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:08.118,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:09.116,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:10.120,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:11.096,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:53:12.104,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:53:13.103,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:53:14.113,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:53:15.127,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:53:16.096,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:17.104,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:53:18.108,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:53:19.110,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:53:20.108,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:53:21.122,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:53:22.120,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:23.131,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:24.101,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:53:25.109,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:26.121,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:53:27.132,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:53:28.134,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:53:29.102,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:30.138,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:53:31.110,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:53:32.117,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:53:33.117,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:53:34.118,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:35.122,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:36.126,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:37.130,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:38.133,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:53:39.143,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:53:40.119,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:41.122,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:53:42.129,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:53:43.130,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:53:44.133,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:45.125,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:46.132,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:53:47.139,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:53:48.148,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:49.123,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:53:50.133,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:53:51.137,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:53:52.143,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:53:53.148,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:53:54.122,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:53:55.129,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:53:56.138,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:53:57.141,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:53:58.147,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:53:59.126,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:54:00.132,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:01.138,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.04,Cryptojacking,ACS712,02:54:02.146,0.81,2.5,0.08
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:54:03.153,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:54:04.130,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.75,Cryptojacking,ACS712,02:54:05.159,1.15,2.53,0.12
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:06.131,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:07.135,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:08.142,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:54:09.149,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:54:10.151,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:54:11.159,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:54:12.132,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:54:13.136,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:14.137,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:54:15.145,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:16.151,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:54:17.157,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:54:18.162,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:54:19.169,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:20.143,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:54:21.141,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:54:22.142,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:54:23.147,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:24.165,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:54:25.174,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:26.143,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:54:27.154,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.75,Cryptojacking,ACS712,02:54:28.157,1.15,2.53,0.12
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.75,Cryptojacking,ACS712,02:54:29.166,1.15,2.53,0.12
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:30.172,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:54:31.145,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:54:32.151,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:54:33.160,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.75,Cryptojacking,ACS712,02:54:34.163,1.15,2.53,0.12
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:35.177,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:54:36.148,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:54:37.156,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:54:38.169,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:54:39.176,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:40.178,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:41.154,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:54:42.158,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:54:43.159,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:54:44.165,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:54:45.170,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:54:46.181,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:47.186,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:54:48.155,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:54:49.165,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:54:50.165,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:54:51.174,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:54:52.181,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:54:53.168,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:54:54.173,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:54:55.180,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:54:56.187,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:54:57.190,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:58.163,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:54:59.167,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,5.02,Cryptojacking,ACS712,02:55:00.180,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,5.02,Cryptojacking,ACS712,02:55:01.195,1.0,2.52,0.1
